TRANSACTIONID,CUSTOMERID,TRANSACTIONAMOUNT,ISSTANDARDORDER,ISURGENT,PRODUCTCATEGORY,WAREHOUSE_COST_BASE,URGENT_SURCHARGE,TOTAL_WAREHOUSE_COST
TXN-2023-010511,CUST-327,350.58,true,false,Frozen,7.01,0.00,7.01
TXN-2023-010512,CUST-327,402.46,false,true,Fresh,8.05,4.02,12.07
TXN-2023-010513,CUST-327,282.05,true,false,Grocery,5.64,0.00,5.64
TXN-2023-010514,CUST-327,112.02,true,false,Milk,2.24,0.00,2.24
TXN-2023-010515,CUST-327,474.32,false,false,Fresh,9.49,0.00,9.49
TXN-2023-010516,CUST-327,478.01,false,false,Grocery,9.56,0.00,9.56
TXN-2023-010517,CUST-327,264.75,true,false,Fresh,5.30,0.00,5.30
TXN-2023-010518,CUST-327,178.58,false,false,Fresh,3.57,0.00,3.57
TXN-2023-010519,CUST-327,247.98,false,false,Frozen,4.96,0.00,4.96
TXN-2023-010520,CUST-327,377.26,false,false,Delicatessen,7.55,0.00,7.55
TXN-2023-010521,CUST-328,103.26,false,false,Milk,2.07,0.00,2.07
TXN-2023-010522,CUST-328,103.26,true,false,Grocery,2.07,0.00,2.07
TXN-2023-010523,CUST-328,105.60,true,false,Milk,2.11,0.00,2.11
TXN-2023-010524,CUST-328,105.60,true,false,Frozen,2.11,0.00,2.11
TXN-2023-010525,CUST-328,75.31,false,false,DetergentsPaper,1.51,0.00,1.51
TXN-2023-010526,CUST-328,107.95,false,false,Grocery,2.16,0.00,2.16
TXN-2023-010527,CUST-328,47.81,false,false,Fresh,0.96,0.00,0.96
TXN-2023-010528,CUST-328,118.27,true,false,Milk,2.37,0.00,2.37
TXN-2023-010529,CUST-328,93.56,true,false,Fresh,1.87,0.00,1.87
TXN-2023-010530,CUST-328,123.21,false,false,Milk,2.46,0.00,2.46
TXN-2023-010531,CUST-328,123.21,true,true,Fresh,2.46,1.23,3.70
TXN-2023-010532,CUST-328,100.01,true,false,Milk,2.00,0.00,2.00
TXN-2023-010533,CUST-328,126.73,false,false,Fresh,2.53,0.00,2.53
TXN-2023-010534,CUST-328,126.73,true,false,Grocery,2.53,0.00,2.53
TXN-2023-010535,CUST-328,126.73,true,false,Grocery,2.53,0.00,2.53
TXN-2023-010536,CUST-328,136.53,true,false,Grocery,2.73,0.00,2.73
TXN-2023-010537,CUST-328,146.67,false,false,Grocery,2.93,0.00,2.93
TXN-2023-010538,CUST-328,143.65,true,true,Milk,2.87,1.44,4.31
TXN-2023-010539,CUST-328,91.22,false,false,Grocery,1.82,0.00,1.82
TXN-2023-010540,CUST-328,86.43,true,true,Milk,1.73,0.86,2.59
TXN-2023-010541,CUST-328,113.18,true,false,Delicatessen,2.26,0.00,2.26
TXN-2023-010542,CUST-328,143.15,true,false,Grocery,2.86,0.00,2.86
TXN-2023-010543,CUST-328,48.12,false,false,Delicatessen,0.96,0.00,0.96
TXN-2023-010544,CUST-328,134.94,false,false,Grocery,2.70,0.00,2.70
TXN-2023-010545,CUST-328,134.94,true,false,Milk,2.70,0.00,2.70
TXN-2023-010546,CUST-328,122.51,false,false,Fresh,2.45,0.00,2.45
TXN-2023-010547,CUST-328,140.81,true,false,Milk,2.82,0.00,2.82
TXN-2023-010548,CUST-328,140.81,true,false,Grocery,2.82,0.00,2.82
TXN-2023-010549,CUST-328,158.41,true,false,Fresh,3.17,0.00,3.17
TXN-2023-010550,CUST-328,158.41,false,false,Grocery,3.17,0.00,3.17
TXN-2023-010551,CUST-328,59.02,false,false,Delicatessen,1.18,0.00,1.18
TXN-2023-010552,CUST-328,101.49,true,false,Milk,2.03,0.00,2.03
TXN-2023-010553,CUST-328,125.56,false,true,Grocery,2.51,1.26,3.77
TXN-2023-010554,CUST-328,61.28,true,false,Grocery,1.23,0.00,1.23
TXN-2023-010555,CUST-328,130.38,false,false,Frozen,2.61,0.00,2.61
TXN-2023-010556,CUST-328,164.27,false,false,Milk,3.29,0.00,3.29
TXN-2023-010557,CUST-329,824.62,true,false,Fresh,16.49,0.00,16.49
TXN-2023-010558,CUST-329,2458.12,false,false,Frozen,61.45,0.00,61.45
TXN-2023-010559,CUST-329,251.26,true,false,Fresh,5.03,0.00,5.03
TXN-2023-010560,CUST-329,2188.15,true,false,Frozen,54.70,0.00,54.70
TXN-2023-010561,CUST-329,388.03,true,false,Milk,7.76,0.00,7.76
TXN-2023-010562,CUST-329,1635.54,true,false,Fresh,32.71,0.00,32.71
TXN-2023-010563,CUST-329,950.43,true,false,Frozen,19.01,0.00,19.01
TXN-2023-010564,CUST-329,577.37,true,false,Fresh,11.55,0.00,11.55
TXN-2023-010565,CUST-329,1355.78,true,false,Milk,27.12,0.00,27.12
TXN-2023-010566,CUST-329,945.42,true,false,Frozen,18.91,0.00,18.91
TXN-2023-010567,CUST-329,1615.28,false,false,Fresh,32.31,0.00,32.31
TXN-2023-010568,CUST-329,795.01,true,false,Fresh,15.90,0.00,15.90
TXN-2023-010569,CUST-329,393.73,true,false,Fresh,7.87,0.00,7.87
TXN-2023-010570,CUST-329,1045.53,false,false,Grocery,20.91,0.00,20.91
TXN-2023-010571,CUST-329,883.44,false,false,Fresh,17.67,0.00,17.67
TXN-2023-010572,CUST-329,965.33,false,false,Fresh,19.31,0.00,19.31
TXN-2023-010573,CUST-329,1104.44,true,false,Fresh,22.09,0.00,22.09
TXN-2023-010574,CUST-329,245.60,true,false,Frozen,4.91,0.00,4.91
TXN-2023-010575,CUST-329,816.53,true,false,Frozen,16.33,0.00,16.33
TXN-2023-010576,CUST-329,1043.90,true,false,Milk,20.88,0.00,20.88
TXN-2023-010577,CUST-329,529.61,true,true,Fresh,10.59,5.30,15.89
TXN-2023-010578,CUST-329,787.32,false,false,Frozen,15.75,0.00,15.75
TXN-2023-010579,CUST-329,190.71,false,false,Fresh,3.81,0.00,3.81
TXN-2023-010580,CUST-329,1434.85,true,false,Fresh,28.70,0.00,28.70
TXN-2023-010581,CUST-329,418.58,true,false,Grocery,8.37,0.00,8.37
TXN-2023-010582,CUST-329,709.36,true,false,Milk,14.19,0.00,14.19
TXN-2023-010583,CUST-329,1416.64,false,false,Fresh,28.33,0.00,28.33
TXN-2023-010584,CUST-329,727.88,false,false,Fresh,14.56,0.00,14.56
TXN-2023-010585,CUST-329,842.53,false,false,Fresh,16.85,0.00,16.85
TXN-2023-010586,CUST-329,571.67,false,true,Fresh,11.43,5.72,17.15
TXN-2023-010587,CUST-329,792.97,true,false,Fresh,15.86,0.00,15.86
TXN-2023-010588,CUST-329,594.90,true,false,Fresh,11.90,0.00,11.90
TXN-2023-010589,CUST-329,1084.30,true,false,Frozen,21.69,0.00,21.69
TXN-2023-010590,CUST-329,966.09,true,false,DetergentsPaper,19.32,0.00,19.32
TXN-2023-010591,CUST-329,573.07,true,false,Milk,11.46,0.00,11.46
TXN-2023-010592,CUST-330,994.08,true,false,Frozen,19.88,0.00,19.88
TXN-2023-010593,CUST-330,307.46,true,false,Fresh,6.15,0.00,6.15
TXN-2023-010594,CUST-330,488.13,false,false,Grocery,9.76,0.00,9.76
TXN-2023-010595,CUST-330,369.09,false,false,Frozen,7.38,0.00,7.38
TXN-2023-010596,CUST-330,239.76,true,false,Frozen,4.80,0.00,4.80
TXN-2023-010597,CUST-330,508.13,true,false,Frozen,10.16,0.00,10.16
TXN-2023-010598,CUST-330,446.50,true,false,Grocery,8.93,0.00,8.93
TXN-2023-010599,CUST-330,450.98,false,false,Frozen,9.02,0.00,9.02
TXN-2023-010600,CUST-330,999.63,true,false,Grocery,19.99,0.00,19.99
TXN-2023-010601,CUST-330,216.21,true,false,Milk,4.32,0.00,4.32
TXN-2023-010602,CUST-330,294.16,false,false,Grocery,5.88,0.00,5.88
TXN-2023-010603,CUST-330,883.45,false,false,Fresh,17.67,0.00,17.67
TXN-2023-010604,CUST-330,337.63,false,false,Frozen,6.75,0.00,6.75
TXN-2023-010605,CUST-330,415.41,false,false,Milk,8.31,0.00,8.31
TXN-2023-010606,CUST-330,485.16,false,false,Frozen,9.70,0.00,9.70
TXN-2023-010607,CUST-330,130.87,false,false,Grocery,2.62,0.00,2.62
TXN-2023-010608,CUST-330,297.09,false,false,Fresh,5.94,0.00,5.94
TXN-2023-010609,CUST-330,352.59,true,false,DetergentsPaper,7.05,0.00,7.05
TXN-2023-010610,CUST-330,162.66,true,false,Grocery,3.25,0.00,3.25
TXN-2023-010611,CUST-330,231.27,false,false,Frozen,4.63,0.00,4.63
TXN-2023-010612,CUST-330,996.19,false,false,Grocery,19.92,0.00,19.92
TXN-2023-010613,CUST-330,236.33,true,false,Frozen,4.73,0.00,4.73
TXN-2023-010614,CUST-330,425.93,true,false,Fresh,8.52,0.00,8.52
TXN-2023-010615,CUST-330,385.92,true,false,Frozen,7.72,0.00,7.72
TXN-2023-010616,CUST-330,302.35,true,false,Grocery,6.05,0.00,6.05
TXN-2023-010617,CUST-330,204.54,true,false,Grocery,4.09,0.00,4.09
TXN-2023-010618,CUST-330,291.61,true,false,Delicatessen,5.83,0.00,5.83
TXN-2023-010619,CUST-330,946.92,true,false,DetergentsPaper,18.94,0.00,18.94
TXN-2023-010620,CUST-330,240.93,true,false,Frozen,4.82,0.00,4.82
TXN-2023-010621,CUST-330,391.65,true,false,Delicatessen,7.83,0.00,7.83
TXN-2023-010622,CUST-330,438.96,true,false,Frozen,8.78,0.00,8.78
TXN-2023-010623,CUST-330,597.25,false,false,Frozen,11.95,0.00,11.95
TXN-2023-010624,CUST-330,702.43,true,false,Grocery,14.05,0.00,14.05
TXN-2023-010625,CUST-330,1116.28,true,false,Grocery,22.33,0.00,22.33
TXN-2023-010626,CUST-330,581.37,true,false,Fresh,11.63,0.00,11.63
TXN-2023-010627,CUST-330,99.23,true,true,Fresh,1.98,0.99,2.98
TXN-2023-010628,CUST-330,581.42,true,false,Frozen,11.63,0.00,11.63
TXN-2023-010629,CUST-330,390.46,true,false,Fresh,7.81,0.00,7.81
TXN-2023-010630,CUST-331,211.14,true,false,Fresh,4.22,0.00,4.22
TXN-2023-010631,CUST-331,429.30,true,false,Fresh,8.59,0.00,8.59
TXN-2023-010632,CUST-331,560.77,false,false,Grocery,11.22,0.00,11.22
TXN-2023-010633,CUST-331,557.53,true,false,Grocery,11.15,0.00,11.15
TXN-2023-010634,CUST-331,414.12,true,false,Frozen,8.28,0.00,8.28
TXN-2023-010635,CUST-331,206.78,true,true,Fresh,4.14,2.07,6.20
TXN-2023-010636,CUST-331,270.65,false,false,Fresh,5.41,0.00,5.41
TXN-2023-010637,CUST-331,434.59,true,false,Fresh,8.69,0.00,8.69
TXN-2023-010638,CUST-331,343.28,true,false,Fresh,6.87,0.00,6.87
TXN-2023-010639,CUST-331,242.97,true,false,Grocery,4.86,0.00,4.86
TXN-2023-010640,CUST-331,391.85,false,false,Fresh,7.84,0.00,7.84
TXN-2023-010641,CUST-331,459.32,false,false,Frozen,9.19,0.00,9.19
TXN-2023-010642,CUST-331,583.38,true,false,Grocery,11.67,0.00,11.67
TXN-2023-010643,CUST-331,470.03,false,false,Frozen,9.40,0.00,9.40
TXN-2023-010644,CUST-331,433.57,false,false,Fresh,8.67,0.00,8.67
TXN-2023-010645,CUST-331,222.02,true,false,Frozen,4.44,0.00,4.44
TXN-2023-010646,CUST-331,291.46,true,false,Frozen,5.83,0.00,5.83
TXN-2023-010647,CUST-331,299.17,false,false,Frozen,5.98,0.00,5.98
TXN-2023-010648,CUST-331,453.07,true,true,Fresh,9.06,4.53,13.59
TXN-2023-010649,CUST-331,248.39,false,true,Grocery,4.97,2.48,7.45
TXN-2023-010650,CUST-331,452.66,false,false,Frozen,9.05,0.00,9.05
TXN-2023-010651,CUST-331,295.31,true,false,Fresh,5.91,0.00,5.91
TXN-2023-010652,CUST-331,1224.94,true,false,Milk,24.50,0.00,24.50
TXN-2023-010653,CUST-331,337.21,false,false,Frozen,6.74,0.00,6.74
TXN-2023-010654,CUST-331,429.31,true,false,Grocery,8.59,0.00,8.59
TXN-2023-010655,CUST-331,238.28,true,false,Frozen,4.77,0.00,4.77
TXN-2023-010656,CUST-331,524.64,true,false,Grocery,10.49,0.00,10.49
TXN-2023-010657,CUST-331,536.02,false,false,Grocery,10.72,0.00,10.72
TXN-2023-010658,CUST-331,204.18,true,true,Frozen,4.08,2.04,6.13
TXN-2023-010659,CUST-331,159.55,true,true,Frozen,3.19,1.60,4.79
TXN-2023-010660,CUST-331,523.35,true,false,Grocery,10.47,0.00,10.47
TXN-2023-010661,CUST-331,400.52,false,false,Grocery,8.01,0.00,8.01
TXN-2023-010662,CUST-331,380.68,false,false,Grocery,7.61,0.00,7.61
TXN-2023-010663,CUST-331,709.39,false,false,Fresh,14.19,0.00,14.19
TXN-2023-010664,CUST-331,258.62,true,false,Frozen,5.17,0.00,5.17
TXN-2023-010665,CUST-331,349.93,true,false,Grocery,7.00,0.00,7.00
TXN-2023-010666,CUST-331,388.76,true,false,Fresh,7.78,0.00,7.78
TXN-2023-010667,CUST-331,219.41,true,false,Grocery,4.39,0.00,4.39
TXN-2023-010668,CUST-331,625.65,true,false,Delicatessen,12.51,0.00,12.51
TXN-2023-010669,CUST-331,246.97,true,true,Fresh,4.94,2.47,7.41
TXN-2023-010670,CUST-331,325.44,true,false,Grocery,6.51,0.00,6.51
TXN-2023-010671,CUST-331,347.26,true,false,Fresh,6.95,0.00,6.95
TXN-2023-010672,CUST-331,235.55,false,false,Milk,4.71,0.00,4.71
TXN-2023-010673,CUST-331,372.31,true,true,Milk,7.45,3.72,11.17
TXN-2023-010674,CUST-331,463.83,true,false,Fresh,9.28,0.00,9.28
TXN-2023-010675,CUST-331,731.26,true,false,Fresh,14.63,0.00,14.63
TXN-2023-010676,CUST-331,277.59,false,false,Fresh,5.55,0.00,5.55
TXN-2023-010677,CUST-331,630.10,true,false,Frozen,12.60,0.00,12.60
TXN-2023-010678,CUST-331,243.82,true,false,Milk,4.88,0.00,4.88
TXN-2023-010679,CUST-331,384.68,true,true,Grocery,7.69,3.85,11.54
TXN-2023-010680,CUST-331,627.00,false,true,Fresh,12.54,6.27,18.81
TXN-2023-010681,CUST-331,302.44,true,false,Fresh,6.05,0.00,6.05
TXN-2023-010682,CUST-331,509.97,false,false,Fresh,10.20,0.00,10.20
TXN-2023-010683,CUST-332,3745.87,true,false,Frozen,93.65,0.00,93.65
TXN-2023-010684,CUST-332,5321.79,true,false,Grocery,133.04,0.00,133.04
TXN-2023-010685,CUST-332,4766.10,true,false,Milk,119.15,0.00,119.15
TXN-2023-010686,CUST-332,5572.33,true,false,Grocery,139.31,0.00,139.31
TXN-2023-010687,CUST-332,3862.37,true,false,DetergentsPaper,96.56,0.00,96.56
TXN-2023-010688,CUST-332,2682.25,true,false,Fresh,67.06,0.00,67.06
TXN-2023-010689,CUST-332,2282.97,true,false,Fresh,57.07,0.00,57.07
TXN-2023-010690,CUST-332,9941.66,true,false,Grocery,248.54,0.00,248.54
TXN-2023-010691,CUST-332,2725.04,true,true,Grocery,68.13,27.25,95.38
TXN-2023-010692,CUST-332,2444.24,true,false,Frozen,61.11,0.00,61.11
TXN-2023-010693,CUST-332,6400.51,true,false,Milk,160.01,0.00,160.01
TXN-2023-010694,CUST-332,4503.45,true,false,Grocery,112.59,0.00,112.59
TXN-2023-010695,CUST-332,2481.23,true,true,Grocery,62.03,24.81,86.84
TXN-2023-010696,CUST-332,6918.18,true,false,Milk,172.95,0.00,172.95
TXN-2023-010697,CUST-332,1237.02,true,false,Fresh,24.74,0.00,24.74
TXN-2023-010698,CUST-333,734.95,false,false,Delicatessen,14.70,0.00,14.70
TXN-2023-010699,CUST-333,604.00,false,false,Milk,12.08,0.00,12.08
TXN-2023-010700,CUST-333,289.03,false,false,Delicatessen,5.78,0.00,5.78
TXN-2023-010701,CUST-333,655.57,true,false,Fresh,13.11,0.00,13.11
TXN-2023-010702,CUST-333,680.09,false,false,Fresh,13.60,0.00,13.60
TXN-2023-010703,CUST-333,711.70,true,false,Fresh,14.23,0.00,14.23
TXN-2023-010704,CUST-333,474.04,false,false,Fresh,9.48,0.00,9.48
TXN-2023-010705,CUST-333,875.23,true,false,Fresh,17.50,0.00,17.50
TXN-2023-010706,CUST-333,598.66,true,false,Fresh,11.97,0.00,11.97
TXN-2023-010707,CUST-333,316.16,true,false,Fresh,6.32,0.00,6.32
TXN-2023-010708,CUST-333,632.28,false,false,Fresh,12.65,0.00,12.65
TXN-2023-010709,CUST-333,577.34,false,false,Grocery,11.55,0.00,11.55
TXN-2023-010710,CUST-333,1744.19,false,false,Fresh,34.88,0.00,34.88
TXN-2023-010711,CUST-333,569.26,false,false,Milk,11.39,0.00,11.39
TXN-2023-010712,CUST-333,1169.81,false,false,Fresh,23.40,0.00,23.40
TXN-2023-010713,CUST-333,270.75,true,false,Fresh,5.42,0.00,5.42
TXN-2023-010714,CUST-333,1466.91,true,false,Milk,29.34,0.00,29.34
TXN-2023-010715,CUST-333,284.32,true,false,Milk,5.69,0.00,5.69
TXN-2023-010716,CUST-333,429.72,true,false,Delicatessen,8.59,0.00,8.59
TXN-2023-010717,CUST-333,785.26,true,false,Milk,15.71,0.00,15.71
TXN-2023-010718,CUST-333,368.75,true,false,Delicatessen,7.38,0.00,7.38
TXN-2023-010719,CUST-333,394.22,false,false,Delicatessen,7.88,0.00,7.88
TXN-2023-010720,CUST-333,224.63,true,false,Fresh,4.49,0.00,4.49
TXN-2023-010721,CUST-333,559.93,false,false,Fresh,11.20,0.00,11.20
TXN-2023-010722,CUST-333,941.18,true,false,Fresh,18.82,0.00,18.82
TXN-2023-010723,CUST-333,427.27,true,false,Milk,8.55,0.00,8.55
TXN-2023-010724,CUST-333,803.94,false,false,Grocery,16.08,0.00,16.08
TXN-2023-010725,CUST-333,583.49,true,false,Fresh,11.67,0.00,11.67
TXN-2023-010726,CUST-333,407.16,true,false,Milk,8.14,0.00,8.14
TXN-2023-010727,CUST-333,363.02,false,false,Fresh,7.26,0.00,7.26
TXN-2023-010728,CUST-333,604.98,true,false,Delicatessen,12.10,0.00,12.10
TXN-2023-010729,CUST-333,897.04,true,false,Delicatessen,17.94,0.00,17.94
TXN-2023-010730,CUST-333,643.48,true,false,Fresh,12.87,0.00,12.87
TXN-2023-010731,CUST-333,948.82,false,false,Fresh,18.98,0.00,18.98
TXN-2023-010732,CUST-333,258.22,false,false,Fresh,5.16,0.00,5.16
TXN-2023-010733,CUST-333,567.37,true,true,Fresh,11.35,5.67,17.02
TXN-2023-010734,CUST-333,837.77,true,false,Delicatessen,16.76,0.00,16.76
TXN-2023-010735,CUST-333,711.15,false,false,Fresh,14.22,0.00,14.22
TXN-2023-010736,CUST-333,615.69,true,false,Fresh,12.31,0.00,12.31
TXN-2023-010737,CUST-333,1439.35,true,false,Fresh,28.79,0.00,28.79
TXN-2023-010738,CUST-333,502.42,false,false,Delicatessen,10.05,0.00,10.05
TXN-2023-010739,CUST-333,235.08,false,false,Fresh,4.70,0.00,4.70
TXN-2023-010740,CUST-333,509.05,true,false,Fresh,10.18,0.00,10.18
TXN-2023-010741,CUST-333,608.12,true,false,Fresh,12.16,0.00,12.16
TXN-2023-010742,CUST-333,191.67,false,false,Fresh,3.83,0.00,3.83
TXN-2023-010743,CUST-333,1153.88,false,false,Milk,23.08,0.00,23.08
TXN-2023-010744,CUST-333,129.19,true,true,Frozen,2.58,1.29,3.88
TXN-2023-010745,CUST-333,583.70,true,false,Fresh,11.67,0.00,11.67
TXN-2023-010746,CUST-333,491.18,true,false,Delicatessen,9.82,0.00,9.82
TXN-2023-010747,CUST-333,370.93,true,false,Frozen,7.42,0.00,7.42
TXN-2023-010748,CUST-333,538.20,false,false,Fresh,10.76,0.00,10.76
TXN-2023-010749,CUST-333,191.85,false,false,Fresh,3.84,0.00,3.84
TXN-2023-010750,CUST-334,4018.99,true,false,DetergentsPaper,100.47,0.00,100.47
TXN-2023-010751,CUST-334,5717.69,true,false,Milk,142.94,0.00,142.94
TXN-2023-010752,CUST-334,4733.60,true,false,Grocery,118.34,0.00,118.34
TXN-2023-010753,CUST-334,16641.95,true,false,Grocery,416.05,0.00,416.05
TXN-2023-010754,CUST-334,9827.17,true,false,Grocery,245.68,0.00,245.68
TXN-2023-010755,CUST-334,8087.39,true,false,Grocery,202.18,0.00,202.18
TXN-2023-010756,CUST-334,5493.45,true,false,DetergentsPaper,137.34,0.00,137.34
TXN-2023-010757,CUST-334,6963.95,false,false,Fresh,174.10,0.00,174.10
TXN-2023-010758,CUST-334,13977.06,true,false,Grocery,349.43,0.00,349.43
TXN-2023-010759,CUST-334,10126.92,true,false,Grocery,253.17,0.00,253.17
TXN-2023-010760,CUST-334,5647.86,true,false,Grocery,141.20,0.00,141.20
TXN-2023-010761,CUST-334,7831.68,true,false,Milk,195.79,0.00,195.79
TXN-2023-010762,CUST-334,5068.51,true,false,DetergentsPaper,126.71,0.00,126.71
TXN-2023-010763,CUST-334,5946.73,true,false,DetergentsPaper,148.67,0.00,148.67
TXN-2023-010764,CUST-334,10208.05,true,true,Grocery,255.20,102.08,357.28
TXN-2023-010765,CUST-335,2774.12,true,false,Fresh,69.35,0.00,69.35
TXN-2023-010766,CUST-335,2967.28,true,false,Frozen,74.18,0.00,74.18
TXN-2023-010767,CUST-335,2504.71,true,false,Fresh,62.62,0.00,62.62
TXN-2023-010768,CUST-335,1961.73,true,false,Frozen,39.23,0.00,39.23
TXN-2023-010769,CUST-335,3504.11,true,false,Fresh,87.60,0.00,87.60
TXN-2023-010770,CUST-335,1096.79,true,false,Fresh,21.94,0.00,21.94
TXN-2023-010771,CUST-335,2328.94,true,false,Fresh,58.22,0.00,58.22
TXN-2023-010772,CUST-335,1488.81,true,false,Grocery,29.78,0.00,29.78
TXN-2023-010773,CUST-335,2253.51,true,false,Fresh,56.34,0.00,56.34
TXN-2023-010774,CUST-335,3781.50,false,false,Frozen,94.54,0.00,94.54
TXN-2023-010775,CUST-335,2010.38,true,false,Delicatessen,50.26,0.00,50.26
TXN-2023-010776,CUST-335,1847.45,true,false,Fresh,36.95,0.00,36.95
TXN-2023-010777,CUST-335,1868.43,true,false,Frozen,37.37,0.00,37.37
TXN-2023-010778,CUST-335,3471.40,true,false,Fresh,86.79,0.00,86.79
TXN-2023-010779,CUST-335,2011.84,true,false,Delicatessen,50.30,0.00,50.30
TXN-2023-010780,CUST-336,7056.85,false,false,Fresh,176.42,0.00,176.42
TXN-2023-010781,CUST-336,3548.00,true,false,Fresh,88.70,0.00,88.70
TXN-2023-010782,CUST-336,3489.64,true,false,Fresh,87.24,0.00,87.24
TXN-2023-010783,CUST-336,5116.76,false,false,Fresh,127.92,0.00,127.92
TXN-2023-010784,CUST-336,5183.97,false,false,Fresh,129.60,0.00,129.60
TXN-2023-010785,CUST-336,3889.79,true,false,Fresh,97.24,0.00,97.24
TXN-2023-010786,CUST-336,4417.15,true,false,Milk,110.43,0.00,110.43
TXN-2023-010787,CUST-336,3491.76,true,false,Fresh,87.29,0.00,87.29
TXN-2023-010788,CUST-336,2363.42,true,false,Grocery,59.09,0.00,59.09
TXN-2023-010789,CUST-336,5423.28,true,false,Fresh,135.58,0.00,135.58
TXN-2023-010790,CUST-336,2794.35,true,false,Milk,69.86,0.00,69.86
TXN-2023-010791,CUST-336,5529.04,true,false,Grocery,138.23,0.00,138.23
TXN-2023-010792,CUST-337,254.12,false,false,Fresh,5.08,0.00,5.08
TXN-2023-010793,CUST-337,537.56,true,false,Fresh,10.75,0.00,10.75
TXN-2023-010794,CUST-337,234.61,true,false,Frozen,4.69,0.00,4.69
TXN-2023-010795,CUST-337,297.60,false,false,Fresh,5.95,0.00,5.95
TXN-2023-010796,CUST-337,469.55,true,false,Fresh,9.39,0.00,9.39
TXN-2023-010797,CUST-337,200.54,true,false,Milk,4.01,0.00,4.01
TXN-2023-010798,CUST-337,294.82,true,false,Fresh,5.90,0.00,5.90
TXN-2023-010799,CUST-337,428.06,true,false,Fresh,8.56,0.00,8.56
TXN-2023-010800,CUST-337,283.33,true,false,Fresh,5.67,0.00,5.67
TXN-2023-010801,CUST-337,217.35,true,false,Grocery,4.35,0.00,4.35
TXN-2023-010802,CUST-337,402.51,true,false,Fresh,8.05,0.00,8.05
TXN-2023-010803,CUST-337,191.18,false,false,Delicatessen,3.82,0.00,3.82
TXN-2023-010804,CUST-337,347.67,true,false,Fresh,6.95,0.00,6.95
TXN-2023-010805,CUST-337,151.62,false,true,Fresh,3.03,1.52,4.55
TXN-2023-010806,CUST-337,227.49,true,false,Fresh,4.55,0.00,4.55
TXN-2023-010807,CUST-337,275.46,false,true,Delicatessen,5.51,2.75,8.26
TXN-2023-010808,CUST-337,365.43,true,false,Frozen,7.31,0.00,7.31
TXN-2023-010809,CUST-337,285.30,true,false,Fresh,5.71,0.00,5.71
TXN-2023-010810,CUST-337,277.29,false,false,Frozen,5.55,0.00,5.55
TXN-2023-010811,CUST-337,419.36,true,false,Grocery,8.39,0.00,8.39
TXN-2023-010812,CUST-337,664.91,true,false,Fresh,13.30,0.00,13.30
TXN-2023-010813,CUST-337,372.02,false,false,Fresh,7.44,0.00,7.44
TXN-2023-010814,CUST-337,802.65,true,false,Fresh,16.05,0.00,16.05
TXN-2023-010815,CUST-337,1102.38,false,false,Fresh,22.05,0.00,22.05
TXN-2023-010816,CUST-337,206.09,false,false,Fresh,4.12,0.00,4.12
TXN-2023-010817,CUST-337,432.29,false,false,Fresh,8.65,0.00,8.65
TXN-2023-010818,CUST-337,263.03,false,false,Milk,5.26,0.00,5.26
TXN-2023-010819,CUST-337,177.26,false,false,Milk,3.55,0.00,3.55
TXN-2023-010820,CUST-337,350.59,false,false,Grocery,7.01,0.00,7.01
TXN-2023-010821,CUST-337,272.77,true,false,Fresh,5.46,0.00,5.46
TXN-2023-010822,CUST-337,303.90,true,true,Fresh,6.08,3.04,9.12
TXN-2023-010823,CUST-337,149.60,true,false,Fresh,2.99,0.00,2.99
TXN-2023-010824,CUST-337,353.30,false,false,Fresh,7.07,0.00,7.07
TXN-2023-010825,CUST-337,411.14,true,false,Fresh,8.22,0.00,8.22
TXN-2023-010826,CUST-337,248.94,true,false,Fresh,4.98,0.00,4.98
TXN-2023-010827,CUST-337,732.76,true,false,Fresh,14.66,0.00,14.66
TXN-2023-010828,CUST-337,333.47,true,false,Fresh,6.67,0.00,6.67
TXN-2023-010829,CUST-337,179.65,true,false,Fresh,3.59,0.00,3.59
TXN-2023-010830,CUST-337,614.04,false,false,Fresh,12.28,0.00,12.28
TXN-2023-010831,CUST-337,241.11,false,false,Fresh,4.82,0.00,4.82
TXN-2023-010832,CUST-337,134.49,false,false,Frozen,2.69,0.00,2.69
TXN-2023-010833,CUST-337,816.07,true,false,Fresh,16.32,0.00,16.32
TXN-2023-010834,CUST-337,550.82,false,false,Fresh,11.02,0.00,11.02
TXN-2023-010835,CUST-337,807.52,true,false,Fresh,16.15,0.00,16.15
TXN-2023-010836,CUST-337,328.16,true,false,Fresh,6.56,0.00,6.56
TXN-2023-010837,CUST-337,469.55,true,false,Fresh,9.39,0.00,9.39
TXN-2023-010838,CUST-337,238.14,true,false,Fresh,4.76,0.00,4.76
TXN-2023-010839,CUST-337,369.15,true,false,Fresh,7.38,0.00,7.38
TXN-2023-010840,CUST-337,298.37,true,false,Fresh,5.97,0.00,5.97
TXN-2023-010841,CUST-338,574.69,false,false,Frozen,11.49,0.00,11.49
TXN-2023-010842,CUST-338,811.01,false,false,Fresh,16.22,0.00,16.22
TXN-2023-010843,CUST-338,339.49,true,false,Fresh,6.79,0.00,6.79
TXN-2023-010844,CUST-338,301.09,true,false,Frozen,6.02,0.00,6.02
TXN-2023-010845,CUST-338,316.53,true,false,Frozen,6.33,0.00,6.33
